TipoGrafo,Vertices,DensidadePercentual,Repeticao,Algoritmo,TempoMilissegundos,PesoTotalMST
Normal,5000,80,1,Kruskal,1124.86,5147.59
Normal,5000,80,1,Prim,96.2129,5147.59
Normal,5000,80,2,Kruskal,1131.24,5145.45
Normal,5000,80,2,Prim,94.4979,5145.45
Normal,5000,80,3,Kruskal,1131.56,5146.23
Normal,5000,80,3,Prim,94.4495,5146.23
Normal,5000,80,4,Kruskal,1135.08,5145.12
Normal,5000,80,4,Prim,94.6067,5145.12
Normal,5000,80,5,Kruskal,1263.41,5149.28
Normal,5000,80,5,Prim,94.5745,5149.28
Normal,5000,80,6,Kruskal,1154.39,5149.95
Normal,5000,80,6,Prim,97.6454,5149.95
Normal,5000,80,7,Kruskal,1149.13,5149.41
Normal,5000,80,7,Prim,96.7379,5149.41
Normal,5000,80,8,Kruskal,1284.94,5148.04
Normal,5000,80,8,Prim,148.837,5148.04
Normal,5000,80,9,Kruskal,1150.06,5145.94
Normal,5000,80,9,Prim,94.7285,5145.94
Normal,5000,80,10,Kruskal,1126.72,5148.93
Normal,5000,80,10,Prim,94.0566,5148.93
Normal,5000,100,1,Kruskal,1479.46,5116.96
Normal,5000,100,1,Prim,116.981,5116.96
Normal,5000,100,2,Kruskal,1480.85,5118.15
Normal,5000,100,2,Prim,118.183,5118.15
Normal,5000,100,3,Kruskal,1433.32,5119.14
Normal,5000,100,3,Prim,116.227,5119.14
Normal,5000,100,4,Kruskal,1416.84,5118.01
Normal,5000,100,4,Prim,116.109,5118.01
Normal,5000,100,5,Kruskal,1436.35,5116.69
Normal,5000,100,5,Prim,116.579,5116.69
Normal,5000,100,6,Kruskal,1427.98,5119.07
Normal,5000,100,6,Prim,118.198,5119.07
Normal,5000,100,7,Kruskal,1428.67,5116.58
Normal,5000,100,7,Prim,116.111,5116.58
Normal,5000,100,8,Kruskal,1494.44,5119.32
Normal,5000,100,8,Prim,116.022,5119.32
Normal,5000,100,9,Kruskal,1441.11,5120.81
Normal,5000,100,9,Prim,116.384,5120.81
Normal,5000,100,10,Kruskal,1425.7,5120.06
Normal,5000,100,10,Prim,117.244,5120.06
Normal,7500,0,1,Kruskal,0.6993,379958
Normal,7500,0,1,Prim,0.3551,379958
Normal,7500,0,2,Kruskal,0.6515,381063
Normal,7500,0,2,Prim,0.3436,381063
Normal,7500,0,3,Kruskal,0.8348,377825
Normal,7500,0,3,Prim,0.7155,377825
Normal,7500,0,4,Kruskal,0.7882,373873
Normal,7500,0,4,Prim,0.4519,373873
Normal,7500,0,5,Kruskal,0.663,378044
Normal,7500,0,5,Prim,0.4075,378044
Normal,7500,0,6,Kruskal,0.6946,378062
Normal,7500,0,6,Prim,0.3787,378062
Normal,7500,0,7,Kruskal,0.6417,382397
Normal,7500,0,7,Prim,0.7455,382397
Normal,7500,0,8,Kruskal,0.6974,382088
Normal,7500,0,8,Prim,0.433,382088
Normal,7500,0,9,Kruskal,0.7187,379199
Normal,7500,0,9,Prim,0.3876,379199
Normal,7500,0,10,Kruskal,0.6516,376886
Normal,7500,0,10,Prim,0.3255,376886
Normal,7500,20,1,Kruskal,611.896,8094.38
Normal,7500,20,1,Prim,58.4476,8094.38
Normal,7500,20,2,Kruskal,607.42,8091.08
Normal,7500,20,2,Prim,59.7569,8091.08
Normal,7500,20,3,Kruskal,610.637,8103.33
Normal,7500,20,3,Prim,59.1349,8103.33
Normal,7500,20,4,Kruskal,609.973,8092.1
Normal,7500,20,4,Prim,58.3313,8092.1
Normal,7500,20,5,Kruskal,609.62,8094.22
Normal,7500,20,5,Prim,59.2497,8094.22
Normal,7500,20,6,Kruskal,618.373,8080.33
Normal,7500,20,6,Prim,59.0735,8080.33
Normal,7500,20,7,Kruskal,610.602,8111.16
Normal,7500,20,7,Prim,61.1723,8111.16
Normal,7500,20,8,Kruskal,614.203,8094.6
Normal,7500,20,8,Prim,59.6199,8094.6
Normal,7500,20,9,Kruskal,612.755,8089.68
Normal,7500,20,9,Prim,58.6285,8089.68
Normal,7500,20,10,Kruskal,605.484,8094.96
Normal,7500,20,10,Prim,59.2859,8094.96
Normal,7500,40,1,Kruskal,1279.8,7795.86
Normal,7500,40,1,Prim,108.906,7795.86
Normal,7500,40,2,Kruskal,1271.01,7798.24
Normal,7500,40,2,Prim,108.941,7798.24
Normal,7500,40,3,Kruskal,1266.12,7796.49
Normal,7500,40,3,Prim,111.253,7796.49
Normal,7500,40,4,Kruskal,1274.49,7794.61
Normal,7500,40,4,Prim,108.592,7794.61
Normal,7500,40,5,Kruskal,1351.07,7800.09
Normal,7500,40,5,Prim,110.641,7800.09
Normal,7500,40,6,Kruskal,1285.72,7796.29
Normal,7500,40,6,Prim,110.67,7796.29
Normal,7500,40,7,Kruskal,1283.74,7797.93
Normal,7500,40,7,Prim,111.793,7797.93
Normal,7500,40,8,Kruskal,1278.74,7797.07
Normal,7500,40,8,Prim,108.993,7797.07
Normal,7500,40,9,Kruskal,1282.61,7794.38
Normal,7500,40,9,Prim,109.023,7794.38
Normal,7500,40,10,Kruskal,1277.39,7800.16
Normal,7500,40,10,Prim,111.327,7800.16
Normal,7500,60,1,Kruskal,2030.97,7702.2
Normal,7500,60,1,Prim,159.015,7702.2
Normal,7500,60,2,Kruskal,1961.49,7698.16
Normal,7500,60,2,Prim,159.281,7698.16
Normal,7500,60,3,Kruskal,1962.11,7702.54
Normal,7500,60,3,Prim,159.424,7702.54
Normal,7500,60,4,Kruskal,1966.48,7697.22
Normal,7500,60,4,Prim,160.369,7697.22
Normal,7500,60,5,Kruskal,2041.64,7697.74
Normal,7500,60,5,Prim,159.793,7697.74
Normal,7500,60,6,Kruskal,1966.83,7693.8
Normal,7500,60,6,Prim,159.942,7693.8
Normal,7500,60,7,Kruskal,1957.24,7695.22
Normal,7500,60,7,Prim,160.261,7695.22
Normal,7500,60,8,Kruskal,1962.58,7695.25
Normal,7500,60,8,Prim,159.042,7695.25
Normal,7500,60,9,Kruskal,2034.16,7696.35
Normal,7500,60,9,Prim,159.695,7696.35
Normal,7500,60,10,Kruskal,1954.12,7696.42
Normal,7500,60,10,Prim,161.188,7696.42
Normal,7500,80,1,Kruskal,2653.68,7647.94
Normal,7500,80,1,Prim,209.905,7647.94
Normal,7500,80,2,Kruskal,2655.74,7644.33
Normal,7500,80,2,Prim,210.702,7644.33
Normal,7500,80,3,Kruskal,2673.56,7645.3
Normal,7500,80,3,Prim,214.415,7645.3
Normal,7500,80,4,Kruskal,2661.5,7649.89
Normal,7500,80,4,Prim,208.336,7649.89
Normal,7500,80,5,Kruskal,2677.33,7647.85
Normal,7500,80,5,Prim,209.839,7647.85
Normal,7500,80,6,Kruskal,2693.71,7648.65
Normal,7500,80,6,Prim,210.157,7648.65
Normal,7500,80,7,Kruskal,2676.16,7648.87
Normal,7500,80,7,Prim,210.141,7648.87
Normal,7500,80,8,Kruskal,2671.43,7645.49
Normal,7500,80,8,Prim,210.752,7645.49
Normal,7500,80,9,Kruskal,2772.46,7650.45
Normal,7500,80,9,Prim,209.197,7650.45
Normal,7500,80,10,Kruskal,2639.69,7646.6
Normal,7500,80,10,Prim,208.572,7646.6
Normal,7500,100,1,Kruskal,3388.24,7618.41
Normal,7500,100,1,Prim,262.173,7618.41
Normal,7500,100,2,Kruskal,3386.72,7619.8
Normal,7500,100,2,Prim,258.808,7619.8
Normal,7500,100,3,Kruskal,3378.9,7613.25
Normal,7500,100,3,Prim,261.572,7613.25
Normal,7500,100,4,Kruskal,3443.3,7615.63
Normal,7500,100,4,Prim,259.65,7615.63
Normal,7500,100,5,Kruskal,3353.73,7619.75
Normal,7500,100,5,Prim,258.597,7619.75
Normal,7500,100,6,Kruskal,3354.3,7618.82
Normal,7500,100,6,Prim,259.64,7618.82
Normal,7500,100,7,Kruskal,3397.34,7619.34
Normal,7500,100,7,Prim,259.691,7619.34
Normal,7500,100,8,Kruskal,3368.33,7619.69
Normal,7500,100,8,Prim,261.278,7619.69
Normal,7500,100,9,Kruskal,3433.94,7617.17
Normal,7500,100,9,Prim,258.935,7617.17
Normal,7500,100,10,Kruskal,3469.45,7618.72
Normal,7500,100,10,Prim,263.046,7618.72
Normal,10000,0,1,Kruskal,1.0189,499517
Normal,10000,0,1,Prim,0.6134,499517
Normal,10000,0,2,Kruskal,0.977,507693
Normal,10000,0,2,Prim,0.7815,507693
Normal,10000,0,3,Kruskal,2.4931,510466
Normal,10000,0,3,Prim,0.7759,510466
Normal,10000,0,4,Kruskal,0.8786,510048
Normal,10000,0,4,Prim,0.5108,510048
Normal,10000,0,5,Kruskal,1.1813,503570
Normal,10000,0,5,Prim,0.6594,503570
Normal,10000,0,6,Kruskal,0.9406,504751
Normal,10000,0,6,Prim,0.5356,504751
Normal,10000,0,7,Kruskal,0.8801,501500
Normal,10000,0,7,Prim,0.4804,501500
Normal,10000,0,8,Kruskal,0.8744,503936
Normal,10000,0,8,Prim,0.4974,503936
Normal,10000,0,9,Kruskal,1.0329,504897
Normal,10000,0,9,Prim,0.541,504897
Normal,10000,0,10,Kruskal,1.0797,505893
Normal,10000,0,10,Prim,0.4942,505893
Normal,10000,20,1,Kruskal,1137.58,10585
Normal,10000,20,1,Prim,104.812,10585
Normal,10000,20,2,Kruskal,1126.76,10588.8
Normal,10000,20,2,Prim,104.654,10588.8
Normal,10000,20,3,Kruskal,1126.1,10584.9
Normal,10000,20,3,Prim,104.138,10584.9
Normal,10000,20,4,Kruskal,1124.49,10590.7
Normal,10000,20,4,Prim,103.658,10590.7
Normal,10000,20,5,Kruskal,1128.3,10591.2
Normal,10000,20,5,Prim,104.546,10591.2
Normal,10000,20,6,Kruskal,1123.24,10597.7
Normal,10000,20,6,Prim,104.971,10597.7
Normal,10000,20,7,Kruskal,1127.76,10594.8
Normal,10000,20,7,Prim,104.749,10594.8
Normal,10000,20,8,Kruskal,1654.62,10597.8
Normal,10000,20,8,Prim,126.368,10597.8
Normal,10000,20,9,Kruskal,1984.41,10589
Normal,10000,20,9,Prim,105.758,10589
Normal,10000,20,10,Kruskal,1267.14,10596.3
Normal,10000,20,10,Prim,107.749,10596.3
Normal,10000,40,1,Kruskal,3427.04,10298.7
Normal,10000,40,1,Prim,271.318,10298.7
Normal,10000,40,2,Kruskal,3338.56,10290.8
Normal,10000,40,2,Prim,223.613,10290.8
Normal,10000,40,3,Kruskal,2594.01,10300.9
Normal,10000,40,3,Prim,210.221,10300.9
Normal,10000,40,4,Kruskal,2593.09,10296.5
Normal,10000,40,4,Prim,222.359,10296.5
Normal,10000,40,5,Kruskal,2597.91,10292.8
Normal,10000,40,5,Prim,211.32,10292.8
Normal,10000,40,6,Kruskal,2586.15,10290.5
Normal,10000,40,6,Prim,208.715,10290.5
Normal,10000,40,7,Kruskal,2628.19,10298.3
Normal,10000,40,7,Prim,211.882,10298.3
Normal,10000,40,8,Kruskal,2591.6,10296.4
Normal,10000,40,8,Prim,212.745,10296.4
Normal,10000,40,9,Kruskal,2557.13,10294.5
Normal,10000,40,9,Prim,206.688,10294.5
Normal,10000,40,10,Kruskal,2584.02,10298
Normal,10000,40,10,Prim,211.647,10298
Normal,10000,60,1,Kruskal,4110.89,10199.6
Normal,10000,60,1,Prim,320.828,10199.6
Normal,10000,60,2,Kruskal,4078.36,10196.2
Normal,10000,60,2,Prim,309.772,10196.2
Normal,10000,60,3,Kruskal,3959.43,10194.7
Normal,10000,60,3,Prim,319.127,10194.7
Normal,10000,60,4,Kruskal,3949.4,10202.3
Normal,10000,60,4,Prim,314.181,10202.3
Normal,10000,60,5,Kruskal,3965.24,10197.1
Normal,10000,60,5,Prim,321.514,10197.1
Normal,10000,60,6,Kruskal,3967.6,10198.5
Normal,10000,60,6,Prim,310.343,10198.5
Normal,10000,60,7,Kruskal,3990.72,10198.4
Normal,10000,60,7,Prim,301.265,10198.4
Normal,10000,60,8,Kruskal,3963.52,10195.8
Normal,10000,60,8,Prim,310.745,10195.8
Normal,10000,60,9,Kruskal,3953,10196.2
Normal,10000,60,9,Prim,301.987,10196.2
Normal,10000,60,10,Kruskal,4095.6,10197.3
Normal,10000,60,10,Prim,316.182,10197.3
Normal,10000,80,1,Kruskal,5484.55,10145.4
Normal,10000,80,1,Prim,418.554,10145.4
Normal,10000,80,2,Kruskal,5304.91,10146.3
Normal,10000,80,2,Prim,410.473,10146.3
Normal,10000,80,3,Kruskal,5363.65,10147.3
Normal,10000,80,3,Prim,414.666,10147.3
Normal,10000,80,4,Kruskal,5446.99,10150.7
Normal,10000,80,4,Prim,401.638,10150.7
Normal,10000,80,5,Kruskal,5426.1,10148.5
Normal,10000,80,5,Prim,400.111,10148.5
Normal,10000,80,6,Kruskal,5566.95,10149.8
Normal,10000,80,6,Prim,418.1,10149.8
Normal,10000,80,7,Kruskal,5399.36,10150
Normal,10000,80,7,Prim,398.744,10150
Normal,10000,80,8,Kruskal,5561.9,10147.2
Normal,10000,80,8,Prim,410.693,10147.2
Normal,10000,80,9,Kruskal,5328.38,10147.8
Normal,10000,80,9,Prim,406.006,10147.8
Normal,10000,80,10,Kruskal,5474.57,10147.9
Normal,10000,80,10,Prim,418.902,10147.9
Normal,10000,100,1,Kruskal,6863.59,10118.3
Normal,10000,100,1,Prim,499.826,10118.3
Normal,10000,100,2,Kruskal,6862.36,10117.4
Normal,10000,100,2,Prim,509.965,10117.4
Normal,10000,100,3,Kruskal,6978.06,10118.1
Normal,10000,100,3,Prim,499.888,10118.1
Normal,10000,100,4,Kruskal,6855.71,10116.8
Normal,10000,100,4,Prim,592.03,10116.8
Normal,10000,100,5,Kruskal,6746.08,10117.6
Normal,10000,100,5,Prim,518.984,10117.6
Normal,10000,100,6,Kruskal,6846.28,10120.5
Normal,10000,100,6,Prim,513.518,10120.5
Normal,10000,100,7,Kruskal,7534.17,10117.9
Normal,10000,100,7,Prim,512.929,10117.9
Normal,10000,100,8,Kruskal,7094.22,10118.9
Normal,10000,100,8,Prim,522.91,10118.9
Normal,10000,100,9,Kruskal,6969.19,10117.2
Normal,10000,100,9,Prim,511.694,10117.2
Normal,10000,100,10,Kruskal,6826.33,10117.5
Normal,10000,100,10,Prim,493.357,10117.5
Geometrico,100,0,1,Kruskal,0.0111,12400
Geometrico,100,0,1,Prim,0.0128,12400
Geometrico,100,0,2,Kruskal,0.0078,12186.7
Geometrico,100,0,2,Prim,0.0092,12186.7
Geometrico,100,0,3,Kruskal,0.0653,13342.6
Geometrico,100,0,3,Prim,0.0082,13342.6
Geometrico,100,0,4,Kruskal,0.0081,12121.9
Geometrico,100,0,4,Prim,0.0096,12121.9
Geometrico,100,0,5,Kruskal,0.0084,13550.7
Geometrico,100,0,5,Prim,0.0097,13550.7
Geometrico,100,0,6,Kruskal,0.0082,13565.1
Geometrico,100,0,6,Prim,0.009,13565.1
Geometrico,100,0,7,Kruskal,0.0088,14359.4
Geometrico,100,0,7,Prim,0.013,14359.4
Geometrico,100,0,8,Kruskal,0.0086,12404.9
Geometrico,100,0,8,Prim,0.0181,12404.9
Geometrico,100,0,9,Kruskal,0.0108,12254.6
Geometrico,100,0,9,Prim,0.0084,12254.6
Geometrico,100,0,10,Kruskal,0.0078,12068.1
Geometrico,100,0,10,Prim,0.0077,12068.1
Geometrico,100,20,1,Kruskal,0.0631,3682.87
Geometrico,100,20,1,Prim,0.0799,3682.87
Geometrico,100,20,2,Kruskal,0.0677,3287.1
Geometrico,100,20,2,Prim,0.0418,3287.1
Geometrico,100,20,3,Kruskal,0.0821,3475.74
Geometrico,100,20,3,Prim,0.0465,3475.74
Geometrico,100,20,4,Kruskal,0.0919,4029.06
Geometrico,100,20,4,Prim,0.046,4029.06
Geometrico,100,20,5,Kruskal,0.0733,3702.96
Geometrico,100,20,5,Prim,0.0422,3702.96
Geometrico,100,20,6,Kruskal,0.0837,3731.57
Geometrico,100,20,6,Prim,0.0484,3731.57
Geometrico,100,20,7,Kruskal,0.0859,3444.72
Geometrico,100,20,7,Prim,0.0426,3444.72
Geometrico,100,20,8,Kruskal,0.0838,4050.6
Geometrico,100,20,8,Prim,0.0459,4050.6
Geometrico,100,20,9,Kruskal,0.0576,3668.2
Geometrico,100,20,9,Prim,0.0505,3668.2
Geometrico,100,20,10,Kruskal,0.0614,3910.09
Geometrico,100,20,10,Prim,0.0485,3910.09
Geometrico,100,40,1,Kruskal,0.1122,2692.14
Geometrico,100,40,1,Prim,0.0727,2692.14
Geometrico,100,40,2,Kruskal,0.1129,2916.15
Geometrico,100,40,2,Prim,0.0543,2916.15
Geometrico,100,40,3,Kruskal,0.1315,2926.11
Geometrico,100,40,3,Prim,0.058,2926.11
Geometrico,100,40,4,Kruskal,0.1617,2702.27
Geometrico,100,40,4,Prim,0.3957,2702.27
Geometrico,100,40,5,Kruskal,0.124,2545.31
Geometrico,100,40,5,Prim,0.0578,2545.31
Geometrico,100,40,6,Kruskal,0.1134,2791.13
Geometrico,100,40,6,Prim,0.0748,2791.13
Geometrico,100,40,7,Kruskal,0.1102,2618.79
Geometrico,100,40,7,Prim,0.0573,2618.79
Geometrico,100,40,8,Kruskal,0.1141,2585.35
Geometrico,100,40,8,Prim,0.0579,2585.35
Geometrico,100,40,9,Kruskal,0.1146,2860.25
Geometrico,100,40,9,Prim,0.0576,2860.25
Geometrico,100,40,10,Kruskal,0.1135,2656.11
Geometrico,100,40,10,Prim,0.0885,2656.11
Geometrico,100,60,1,Kruskal,0.17,2374.22
Geometrico,100,60,1,Prim,0.0708,2374.22
Geometrico,100,60,2,Kruskal,0.1971,2205.71
Geometrico,100,60,2,Prim,0.0739,2205.71
Geometrico,100,60,3,Kruskal,0.1709,2408.15
Geometrico,100,60,3,Prim,0.0727,2408.15
Geometrico,100,60,4,Kruskal,0.2131,2287.17
Geometrico,100,60,4,Prim,0.0781,2287.17
Geometrico,100,60,5,Kruskal,0.1977,2536.18
Geometrico,100,60,5,Prim,0.0654,2536.18
Geometrico,100,60,6,Kruskal,0.1687,2305.57
Geometrico,100,60,6,Prim,0.1239,2305.57
Geometrico,100,60,7,Kruskal,0.1744,2564.73
Geometrico,100,60,7,Prim,0.0795,2564.73
Geometrico,100,60,8,Kruskal,0.1857,2366.4
Geometrico,100,60,8,Prim,0.08,2366.4
Geometrico,100,60,9,Kruskal,0.1702,2291.7
Geometrico,100,60,9,Prim,0.1252,2291.7
Geometrico,100,60,10,Kruskal,0.3895,2378.08
Geometrico,100,60,10,Prim,0.0926,2378.08
Geometrico,100,80,1,Kruskal,0.2697,2291.96
Geometrico,100,80,1,Prim,0.4506,2291.96
Geometrico,100,80,2,Kruskal,0.2337,2188.25
Geometrico,100,80,2,Prim,0.0816,2188.25
Geometrico,100,80,3,Kruskal,0.2322,2243.5
Geometrico,100,80,3,Prim,0.1091,2243.5
Geometrico,100,80,4,Kruskal,0.235,2131.02
Geometrico,100,80,4,Prim,0.0922,2131.02
Geometrico,100,80,5,Kruskal,0.2395,2272.47
Geometrico,100,80,5,Prim,0.0866,2272.47
Geometrico,100,80,6,Kruskal,0.2329,2368.18
Geometrico,100,80,6,Prim,0.1291,2368.18
Geometrico,100,80,7,Kruskal,0.2368,2195.95
Geometrico,100,80,7,Prim,0.0891,2195.95
Geometrico,100,80,8,Kruskal,0.2339,2200.4
Geometrico,100,80,8,Prim,0.1549,2200.4
Geometrico,100,80,9,Kruskal,0.2465,2198.07
Geometrico,100,80,9,Prim,0.0877,2198.07
Geometrico,100,80,10,Kruskal,0.2302,2240.82
Geometrico,100,80,10,Prim,0.0814,2240.82
Geometrico,100,100,1,Kruskal,0.295,2114.63
Geometrico,100,100,1,Prim,0.1148,2114.63
Geometrico,100,100,2,Kruskal,0.2938,2140.24
Geometrico,100,100,2,Prim,0.131,2140.24
Geometrico,100,100,3,Kruskal,0.291,2115.01
Geometrico,100,100,3,Prim,0.1085,2115.01
Geometrico,100,100,4,Kruskal,0.3232,2034.91
Geometrico,100,100,4,Prim,0.2103,2034.91
Geometrico,100,100,5,Kruskal,0.3677,2078
Geometrico,100,100,5,Prim,0.1106,2078
Geometrico,100,100,6,Kruskal,0.2981,2063.42
Geometrico,100,100,6,Prim,0.1244,2063.42
Geometrico,100,100,7,Kruskal,0.2903,2008.92
Geometrico,100,100,7,Prim,0.1002,2008.92
Geometrico,100,100,8,Kruskal,0.3201,2145.25
Geometrico,100,100,8,Prim,0.1239,2145.25
Geometrico,100,100,9,Kruskal,0.2902,2025.18
Geometrico,100,100,9,Prim,0.1126,2025.18
Geometrico,100,100,10,Kruskal,0.2923,2133.17
Geometrico,100,100,10,Prim,0.2449,2133.17
Geometrico,500,0,1,Kruskal,0.0369,69014.9
Geometrico,500,0,1,Prim,0.0257,69014.9
