algorithm,constructionTime,executionTime,weightMST
Prim Geometric,674.918700,519.444400,14439
Kruskal Geometric,1040.818900,613.466000,14439
Prim Nomal,768.669000,456.049400,7499
Kruskal Normal,996.028800,736.418700,7499
Prim Geometric,709.026800,483.302600,14457
Kruskal Geometric,940.520400,847.829300,14457
Prim Nomal,1212.493800,385.279200,7499
Kruskal Normal,1489.827900,641.851700,7499
Prim Geometric,646.738900,409.298800,14440
Kruskal Geometric,858.918900,582.153800,14440
Prim Nomal,799.297700,359.994000,7499
Kruskal Normal,1027.974000,604.624500,7499
Prim Geometric,641.009400,389.731600,14586
Kruskal Geometric,846.412000,616.363100,14586
Prim Nomal,777.552800,599.004300,7499
Kruskal Normal,1006.322700,753.189800,7499
Prim Geometric,855.733100,391.421400,14583
Kruskal Geometric,1070.432700,562.321800,14583
Prim Nomal,693.729000,354.247100,7499
Kruskal Normal,901.331200,597.927700,7499
Prim Geometric,635.796000,422.246700,14492
Kruskal Geometric,842.597400,550.180000,14492
Prim Nomal,683.432300,348.654100,7499
Kruskal Normal,886.033900,599.337500,7499
Prim Geometric,644.486400,397.590700,14685
Kruskal Geometric,851.048700,583.659600,14685
Prim Nomal,714.090900,350.934200,7499
Kruskal Normal,921.366300,589.063700,7499
Prim Geometric,667.112000,380.652000,14538
Kruskal Geometric,871.875100,634.508800,14538
Prim Nomal,929.249300,574.822000,7499
Kruskal Normal,1211.278900,1087.636200,7499
Prim Geometric,837.237100,463.020600,12070
Kruskal Geometric,1105.020800,1010.864300,12070
Prim Nomal,866.660300,412.826300,7499
Kruskal Normal,1282.440700,907.486500,7499
Prim Geometric,656.216100,437.399900,12136
Kruskal Geometric,906.199300,848.273000,12136
Prim Nomal,786.609600,410.606800,7499
Kruskal Normal,1036.739200,1014.480100,7499
Prim Geometric,671.096300,451.029300,12089
Kruskal Geometric,918.510400,893.518500,12089
Prim Nomal,1103.476700,434.991600,7499
Kruskal Normal,1462.273500,956.363700,7499
Prim Geometric,687.527600,500.887400,12097
Kruskal Geometric,958.912900,945.522600,12097
Prim Nomal,835.106900,397.083500,7499
Kruskal Normal,1083.055500,899.929800,7499
Prim Geometric,653.061400,528.668300,12168
Kruskal Geometric,900.469500,953.847200,12168
Prim Nomal,940.876800,487.556600,7499
Kruskal Normal,1310.381300,983.939900,7499
Prim Geometric,927.518600,603.335300,12125
Kruskal Geometric,1353.518000,970.936700,12125
Prim Nomal,812.398200,450.773800,7499
Kruskal Normal,1080.222900,969.488600,7499
Prim Geometric,743.403100,541.186700,12127
Kruskal Geometric,1039.022700,1022.473000,12127
Prim Nomal,848.047400,385.482900,7499
Kruskal Normal,1088.623700,879.345100,7499
Prim Geometric,681.338500,457.120900,12030
Kruskal Geometric,922.847000,858.641500,12030
Prim Nomal,779.157900,402.934100,7499
Kruskal Normal,1047.651900,898.666900,7499
Prim Geometric,665.115400,485.763600,12044
Kruskal Geometric,927.181700,943.907400,12044
Prim Nomal,878.799700,507.727600,7499
Kruskal Normal,1245.645200,1161.764300,7499
Prim Geometric,726.412600,491.156900,12168
Kruskal Geometric,1001.621800,893.531800,12168
Prim Nomal,831.201600,380.141600,7499
Kruskal Normal,1039.457600,1268.467200,7499
Prim Geometric,561.290500,418.022100,10837
Kruskal Geometric,783.938000,1222.245100,10837
Prim Nomal,769.047800,324.514300,7499
Kruskal Normal,961.772500,1221.760700,7499
Prim Geometric,561.377900,416.559500,10800
Kruskal Geometric,746.256300,1148.401600,10800
Prim Nomal,759.075000,303.636800,7499
Kruskal Normal,942.186600,1210.060300,7499
Prim Geometric,562.038400,391.259800,10771
Kruskal Geometric,748.656600,1164.770000,10771
Prim Nomal,965.465900,304.010100,7499
Kruskal Normal,1230.524600,1389.704100,7499
Prim Geometric,568.189500,410.013500,10827
Kruskal Geometric,762.937800,1186.803600,10827
Prim Nomal,754.197600,313.675200,7499
Kruskal Normal,943.057500,1396.790600,7499
Prim Geometric,666.273400,378.346300,10792
Kruskal Geometric,1010.415100,1536.628600,10792
Prim Nomal,743.137900,335.194600,7499
Kruskal Normal,947.787800,1220.647700,7499
Prim Geometric,879.117300,377.238900,10840
Kruskal Geometric,1084.917900,1221.297300,10840
Prim Nomal,763.985200,327.893900,7499
Kruskal Normal,947.724100,1218.311000,7499
Prim Geometric,818.354100,398.130800,10809
Kruskal Geometric,1035.560900,1218.649200,10809
Prim Nomal,766.562500,318.927300,7499
Kruskal Normal,956.279200,1233.947800,7499
Prim Geometric,594.659300,410.389500,10709
Kruskal Geometric,812.380800,1282.333700,10709
Prim Nomal,739.062800,318.980400,7499
Kruskal Normal,1051.809300,1364.111000,7499
Prim Geometric,677.260000,395.669700,10736
Kruskal Geometric,909.603800,1197.717100,10736
Prim Nomal,828.839100,312.899100,7499
Kruskal Normal,1025.959600,1201.940200,7499
Prim Geometric,608.046900,365.502800,10770
Kruskal Geometric,799.006600,1310.887900,10770
Prim Nomal,717.718200,262.338500,7499
Kruskal Normal,862.241300,1536.662700,7499
Prim Geometric,517.159900,284.340400,10002
Kruskal Geometric,658.939600,1468.810000,10002
Prim Nomal,696.993900,212.950300,7499
Kruskal Normal,842.422600,1535.914500,7499
Prim Geometric,565.839500,295.860000,10015
Kruskal Geometric,709.239500,1467.842900,10015
Prim Nomal,699.107200,224.123300,7499
Kruskal Normal,841.563800,1515.030100,7499
Prim Geometric,520.307600,296.989700,10028
Kruskal Geometric,661.664600,1487.576600,10028
Prim Nomal,779.683500,202.351500,7499
Kruskal Normal,935.115000,1732.431300,7499
Prim Geometric,583.951400,278.346400,10096
Kruskal Geometric,763.359600,1498.038100,10096
Prim Nomal,715.778200,249.243000,7499
Kruskal Normal,863.916900,1708.960200,7499
Prim Geometric,596.382000,325.399200,10068
Kruskal Geometric,742.268100,2341.901700,10068
Prim Nomal,899.921300,211.302400,7499
Kruskal Normal,1058.613900,1855.650600,7499
Prim Geometric,544.865900,281.197500,10035
Kruskal Geometric,693.223500,1625.815200,10035
Prim Nomal,745.177800,208.879400,7499
Kruskal Normal,896.975000,1745.807500,7499
Prim Geometric,599.637600,312.018200,10035
Kruskal Geometric,753.173100,1480.622600,10035
Prim Nomal,709.066300,209.665400,7499
Kruskal Normal,907.889600,1568.980300,7499
Prim Geometric,607.900800,305.576600,10131
Kruskal Geometric,769.558400,1711.193300,10131
Prim Nomal,759.089100,229.651200,7499
Kruskal Normal,914.932100,1549.103300,7499
Prim Geometric,543.685000,265.150900,10048
Kruskal Geometric,693.792500,1615.783300,10048
Prim Nomal,730.199200,213.645700,7499
Kruskal Normal,908.285400,1576.317100,7499
Prim Geometric,536.694900,294.438600,10086
Kruskal Geometric,688.452400,1489.159000,10086
Prim Nomal,583.221200,73.169000,1277131
Kruskal Normal,611.435100,0.583800,1277131
Prim Geometric,581.205300,72.698500,943364
Kruskal Geometric,610.132800,0.566800,943364
Prim Nomal,576.379400,70.765400,1287290
Kruskal Normal,604.218200,0.771500,1287290
Prim Geometric,565.019900,71.291200,943940
Kruskal Geometric,592.606200,0.560300,943940
Prim Nomal,555.990100,72.625100,1274691
Kruskal Normal,585.094900,0.569000,1274691
Prim Geometric,563.741700,69.826000,951862
Kruskal Geometric,591.527100,0.554000,951862
Prim Nomal,554.395100,71.808700,1272277
Kruskal Normal,582.289300,0.576600,1272277
Prim Geometric,555.806200,70.489400,930843
Kruskal Geometric,583.873500,0.558700,930843
Prim Nomal,695.160900,71.209100,1283231
Kruskal Normal,723.308800,0.573000,1283231
Prim Geometric,614.096400,72.095200,934101
Kruskal Geometric,643.628700,0.571600,934101
Prim Nomal,571.233800,74.630100,1276393
Kruskal Normal,599.589900,0.571500,1276393
Prim Geometric,637.157600,77.999900,950314
Kruskal Geometric,667.303300,0.557900,950314
Prim Nomal,779.954800,72.752800,1258936
Kruskal Normal,807.710000,0.593300,1258936
Prim Geometric,569.686900,76.791500,943647
Kruskal Geometric,598.531500,0.558000,943647
Prim Nomal,572.271400,72.973200,1285661
Kruskal Normal,599.825600,0.605200,1285661
Prim Geometric,564.481700,71.985400,931362
Kruskal Geometric,592.515500,0.563900,931362
Prim Nomal,576.799800,76.167100,1278426
Kruskal Normal,604.665100,0.580100,1278426
Prim Geometric,566.384000,74.025100,943512
Kruskal Geometric,594.187000,0.557100,943512
Prim Nomal,554.957800,72.052400,1270932
Kruskal Normal,582.359100,0.651800,1270932
Prim Geometric,561.079400,70.817500,943752
Kruskal Geometric,589.011500,0.553800,943752
Prim Nomal,941.373400,368.091800,10006
Kruskal Normal,1155.868200,531.530700,10006
Prim Geometric,879.840500,395.148800,23389
Kruskal Geometric,1100.433000,503.785400,23389
Prim Nomal,938.145000,367.479200,10002
Kruskal Normal,1144.775800,517.448100,10002
Prim Geometric,1073.674000,539.499200,23136
Kruskal Geometric,1329.584800,538.991400,23136
Prim Nomal,1085.962600,417.617800,10000
Kruskal Normal,1309.144100,521.175300,10000
Prim Geometric,891.103600,420.774800,23525
Kruskal Geometric,1094.228100,515.173000,23525
Prim Nomal,952.625900,371.115400,10007
Kruskal Normal,1157.180400,536.076000,10007
Prim Geometric,990.562400,408.256700,23059
Kruskal Geometric,1195.184000,511.067700,23059
Prim Nomal,941.432200,371.247500,10002
Kruskal Normal,1150.567800,559.222500,10002
Prim Geometric,891.310500,405.318400,23327
Kruskal Geometric,1095.674500,503.312000,23327
Prim Nomal,936.655400,370.095600,10001
Kruskal Normal,1140.521500,539.777900,10001
Prim Geometric,935.008600,410.147500,23252
Kruskal Geometric,1143.263600,502.229400,23252
Prim Nomal,935.769000,366.434300,10000
Kruskal Normal,1140.399700,540.743000,10000
Prim Geometric,1071.175900,438.823700,23350
Kruskal Geometric,1314.865400,554.770200,23350
Prim Nomal,1012.389100,364.447200,9999
Kruskal Normal,1216.248700,528.689400,9999
Prim Geometric,903.231900,398.464900,23690
Kruskal Geometric,1121.707200,505.454000,23690
Prim Nomal,921.448300,367.352800,10002
Kruskal Normal,1124.406000,508.605700,10002
Prim Geometric,877.942300,396.498200,23432
Kruskal Geometric,1077.079900,504.627500,23432
Prim Nomal,921.115600,367.096400,10003
Kruskal Normal,1122.112200,516.760700,10003
Prim Geometric,870.680300,413.536000,23260
Kruskal Geometric,1071.295400,497.415300,23260
Prim Nomal,1244.205400,620.758600,10000
Kruskal Normal,1604.445600,1040.024000,10000
Prim Geometric,1121.635500,696.055500,16706
Kruskal Geometric,1473.329900,1009.814300,16706
Prim Nomal,1235.562400,617.017400,9999
Kruskal Normal,1585.759100,1053.032400,9999
Prim Geometric,1117.976500,695.553800,16711
Kruskal Geometric,1469.828100,988.143200,16711
Prim Nomal,1232.659000,613.719200,9999
Kruskal Normal,1581.921600,1042.341800,9999
Prim Geometric,1179.217400,665.314500,16640
Kruskal Geometric,1531.549700,1004.576500,16640
Prim Nomal,1229.929400,654.499100,9999
Kruskal Normal,1582.707600,1092.118900,9999
Prim Geometric,1126.821500,670.573800,16580
Kruskal Geometric,1477.623300,1003.686700,16580
Prim Nomal,1239.091100,616.176200,9999
Kruskal Normal,1589.647400,1049.922200,9999
Prim Geometric,1117.081000,673.970100,16676
Kruskal Geometric,1467.374200,1019.436900,16676
Prim Nomal,1238.259000,614.970400,9999
Kruskal Normal,1590.456000,1038.924200,9999
Prim Geometric,1118.582400,667.038500,16592
Kruskal Geometric,1469.555700,1027.800100,16592
Prim Nomal,1229.290400,632.008000,9999
Kruskal Normal,1589.233800,1059.246700,9999
Prim Geometric,1120.252100,707.901700,16713
Kruskal Geometric,1478.871500,1017.424300,16713
Prim Nomal,1240.129800,616.810100,9999
Kruskal Normal,1598.340600,1065.350700,9999
Prim Geometric,1137.312100,684.618900,16508
Kruskal Geometric,1491.013700,1029.537900,16508
Prim Nomal,1240.463400,618.581400,9999
Kruskal Normal,1596.886400,1066.275000,9999
Prim Geometric,1115.550700,678.838100,16524
Kruskal Geometric,1464.709900,1004.356200,16524
Prim Nomal,1245.518000,616.562300,9999
Kruskal Normal,1596.459200,1061.855600,9999
Prim Geometric,1126.746300,697.820600,16671
Kruskal Geometric,1483.977100,1152.390000,16671
Prim Nomal,1416.116700,690.064500,9999
Kruskal Normal,1797.424900,1767.532900,9999
Prim Geometric,1212.826300,789.457800,14026
Kruskal Geometric,1597.346300,1747.667700,14026
Prim Nomal,1551.271600,708.820800,9999
Kruskal Normal,1927.209700,2077.946200,9999
Prim Geometric,1483.442300,848.078100,14058
Kruskal Geometric,1877.150700,1624.817700,14058
Prim Nomal,1524.495700,703.300200,9999
Kruskal Normal,1905.603500,1662.890300,9999
Prim Geometric,1603.714400,1258.754600,14036
Kruskal Geometric,2067.975600,2030.200000,14036
Prim Nomal,1656.705300,744.749300,9999
Kruskal Normal,2076.136400,1752.816100,9999
Prim Geometric,1415.100100,951.831400,14039
Kruskal Geometric,1987.424700,1904.573700,14039
Prim Nomal,1554.292900,768.249300,9999
Kruskal Normal,1951.030400,1722.957100,9999
Prim Geometric,1171.690300,776.256500,13962
Kruskal Geometric,1534.656000,1696.416200,13962
Prim Nomal,1390.712100,684.920600,9999
Kruskal Normal,1754.233000,1576.755200,9999
Prim Geometric,1198.485200,768.740500,14069
Kruskal Geometric,1561.138600,1628.509400,14069
Prim Nomal,1432.036400,728.661600,9999
Kruskal Normal,1796.972700,1635.245400,9999
Prim Geometric,1186.748800,766.111300,14081
Kruskal Geometric,1554.576700,1566.767800,14081
Prim Nomal,1460.837700,700.001200,9999
Kruskal Normal,1831.046400,1757.729100,9999
Prim Geometric,1261.400300,768.807600,14005
Kruskal Geometric,1637.797700,1548.652900,14005
Prim Nomal,1534.908100,762.401500,9999
Kruskal Normal,1907.492800,1745.717300,9999
Prim Geometric,1197.174200,787.546700,14055
Kruskal Geometric,1590.577300,1564.407400,14055
Prim Nomal,1435.410300,717.397100,9999
Kruskal Normal,1825.913700,1711.110800,9999
Prim Geometric,1210.452300,774.779400,14029
Kruskal Geometric,1581.456400,1530.815600,14029
Prim Nomal,1333.840600,540.289200,9999
Kruskal Normal,1664.974500,2144.142900,9999
Prim Geometric,1051.757000,622.455900,12756
Kruskal Geometric,1399.571400,2141.174400,12756
Prim Nomal,1371.374700,558.207200,9999
Kruskal Normal,1713.436600,2715.806500,9999
Prim Geometric,1337.976900,676.306900,12719
Kruskal Geometric,1703.258500,2240.974900,12719
Prim Nomal,1397.630100,539.275400,9999
Kruskal Normal,1727.867900,2208.066600,9999
Prim Geometric,1019.733400,626.235200,12831
Kruskal Geometric,1347.884800,2224.801900,12831
Prim Nomal,1398.966300,561.023700,9999
Kruskal Normal,1824.633600,2164.201500,9999
Prim Geometric,1033.468700,632.740700,12694
Kruskal Geometric,1380.603900,2334.948800,12694
Prim Nomal,1393.078400,563.278300,9999
Kruskal Normal,1734.739800,2239.287600,9999
Prim Geometric,1052.405600,650.795600,12668
Kruskal Geometric,1382.199600,2139.382700,12668
Prim Nomal,1457.850100,553.215500,9999
Kruskal Normal,1858.981300,2208.977800,9999
Prim Geometric,1018.413900,688.980800,12695
Kruskal Geometric,1353.954700,2282.945000,12695
Prim Nomal,1322.659600,542.072700,9999
Kruskal Normal,1657.301300,2525.616400,9999
Prim Geometric,1067.763900,658.536000,12768
Kruskal Geometric,1400.170300,2076.413000,12768
Prim Nomal,1389.622300,562.949600,9999
Kruskal Normal,1731.281600,2329.455400,9999
Prim Geometric,1049.265600,648.597300,12728
Kruskal Geometric,1396.864700,2227.521100,12728
Prim Nomal,1316.089100,539.211900,9999
Kruskal Normal,1645.945700,2530.788100,9999
Prim Geometric,1048.616700,611.104300,12733
Kruskal Geometric,1389.767400,2139.128400,12733
Prim Nomal,1500.273100,564.014100,9999
Kruskal Normal,1852.805700,2361.382100,9999
Prim Geometric,1097.953900,648.625300,12765
Kruskal Geometric,1436.967200,2107.979500,12765
Prim Nomal,1283.121300,434.837200,9999
Kruskal Normal,1553.007200,3233.499300,9999
Prim Geometric,961.515500,498.371700,12020
Kruskal Geometric,1230.240800,2655.462100,12020
Prim Nomal,1277.539200,390.138200,9999
Kruskal Normal,1554.075200,2898.912700,9999
Prim Geometric,1053.029200,498.649100,11985
Kruskal Geometric,1319.708500,2622.378100,11985
Prim Nomal,1351.497700,398.183300,9999
Kruskal Normal,1616.349900,2703.018600,9999
Prim Geometric,978.130600,472.200000,12014
Kruskal Geometric,1268.683000,2734.007100,12014
Prim Nomal,1302.219000,382.310700,9999
Kruskal Normal,1566.308500,2816.054400,9999
Prim Geometric,1002.973300,499.978300,12025
Kruskal Geometric,1287.108400,2677.439100,12025
Prim Nomal,1266.233500,397.598400,9999
Kruskal Normal,1528.947800,2769.245800,9999
Prim Geometric,1101.521300,467.391100,12038
Kruskal Geometric,1378.084100,3015.274000,12038
Prim Nomal,1277.092300,373.206600,9999
Kruskal Normal,1545.510500,2756.951000,9999
Prim Geometric,1561.781600,481.113000,11984
Kruskal Geometric,1853.839500,2683.438700,11984
Prim Nomal,1317.881500,373.047500,9999
Kruskal Normal,1588.283500,2859.324500,9999
Prim Geometric,1014.900300,456.810100,12052
Kruskal Geometric,1280.221000,2585.214800,12052
Prim Nomal,1261.176900,396.812300,9999
Kruskal Normal,1523.796000,2661.171700,9999
Prim Geometric,931.475800,459.095100,12014
Kruskal Geometric,1192.421900,2627.297700,12014
Prim Nomal,1264.488600,402.883800,9999
Kruskal Normal,1534.629200,3206.226600,9999
Prim Geometric,989.942900,510.668600,11989
Kruskal Geometric,1252.625500,2737.002800,11989
Prim Nomal,1327.763800,400.875700,9999
Kruskal Normal,1605.877400,3114.116200,9999
Prim Geometric,1474.908600,495.933900,11965
Kruskal Geometric,2256.260000,2852.007300,11965
