algorithm,constructionTime,executionTime,weightMST
Prim Nomal,856.887200,408.843800,7499
Kruskal Normal,1096.345800,756.769000,7499
Prim Geometric,844.539200,517.698600,14595
Kruskal Geometric,1100.922400,701.227900,14595
Prim Nomal,851.336300,436.635600,7499
Kruskal Normal,1089.574600,710.249100,7499
Prim Geometric,725.928800,528.698000,14580
Kruskal Geometric,985.057300,735.270900,14580
Prim Nomal,870.164300,440.475300,7500
Kruskal Normal,1105.151300,656.284700,7500
Prim Geometric,750.243100,476.967100,14499
Kruskal Geometric,1021.579400,734.087100,14499
Prim Nomal,917.104900,431.647900,7499
Kruskal Normal,1160.401400,675.643900,7499
Prim Geometric,801.470900,445.442300,14358
Kruskal Geometric,1056.484600,702.034600,14358
Prim Nomal,998.221400,503.482700,7499
Kruskal Normal,1267.647500,664.540600,7499
Prim Geometric,778.966200,479.125400,14388
Kruskal Geometric,1055.680300,677.395100,14388
Prim Nomal,1020.970900,539.311900,7499
Kruskal Normal,1311.650300,1285.008500,7499
Prim Geometric,791.693800,525.346900,12022
Kruskal Geometric,1075.819200,1109.465600,12022
Prim Nomal,1075.005100,498.461900,7499
Kruskal Normal,1367.824200,1115.917000,7499
Prim Geometric,798.966500,522.994100,12009
Kruskal Geometric,1092.354000,1074.087200,12009
Prim Nomal,1051.912600,477.090600,7499
Kruskal Normal,1422.974400,1056.590200,7499
Prim Geometric,806.746900,544.592100,12154
Kruskal Geometric,1110.265800,1166.245300,12154
Prim Nomal,1038.903700,462.391900,7499
Kruskal Normal,1370.344500,1054.168900,7499
Prim Geometric,779.658200,567.585200,11992
Kruskal Geometric,1055.389600,1111.135300,11992
Prim Nomal,1055.407100,494.756200,7499
Kruskal Normal,1326.807200,1102.730500,7499
Prim Geometric,780.667100,604.694900,12104
Kruskal Geometric,1060.087200,1122.950300,12104
Prim Nomal,967.850000,461.151100,7499
Kruskal Normal,1272.349700,1047.270500,7499
Prim Geometric,786.222500,565.387900,12073
Kruskal Geometric,1092.015500,1095.057300,12073
Prim Nomal,1048.830600,481.929100,7499
Kruskal Normal,1343.852200,1092.852800,7499
Prim Geometric,896.638300,573.312800,12140
Kruskal Geometric,1225.081200,1109.677300,12140
Prim Nomal,994.046100,502.222800,7499
Kruskal Normal,1307.438000,1086.906600,7499
Prim Geometric,845.880100,655.432600,12118
Kruskal Geometric,1128.592000,1046.016600,12118
Prim Nomal,950.669300,503.402500,7499
Kruskal Normal,1233.634600,1141.193800,7499
Prim Geometric,807.642300,522.325500,12054
Kruskal Geometric,1095.325300,1058.616500,12054
Prim Nomal,962.017200,452.271300,7499
Kruskal Normal,1243.716600,1182.371800,7499
Prim Geometric,894.716700,558.165400,12061
Kruskal Geometric,1177.133100,1058.934600,12061
Prim Nomal,933.427300,377.616700,7499
Kruskal Normal,1152.452700,1520.106000,7499
Prim Geometric,774.142800,467.110000,10788
Kruskal Geometric,1006.972500,1398.504900,10788
Prim Nomal,945.273500,395.410000,7499
Kruskal Normal,1220.358000,1509.203200,7499
Prim Geometric,711.392000,495.366700,10826
Kruskal Geometric,940.736800,1406.277700,10826
Prim Nomal,907.467700,484.745100,7499
Kruskal Normal,1165.134800,1483.627000,7499
Prim Geometric,675.057900,464.062700,10899
Kruskal Geometric,893.876900,1453.495100,10899
Prim Nomal,906.024200,426.482900,7499
Kruskal Normal,1116.047600,1535.271900,7499
Prim Geometric,670.212600,418.847300,10829
Kruskal Geometric,885.030500,1450.094900,10829
Prim Nomal,933.884800,407.648600,7499
Kruskal Normal,1177.248600,1544.197700,7499
Prim Geometric,669.102500,419.270200,10799
Kruskal Geometric,893.914000,1474.413700,10799
Prim Nomal,914.850900,407.126700,7499
Kruskal Normal,1139.864500,1472.728700,7499
Prim Geometric,715.533800,456.170000,10767
Kruskal Geometric,943.869200,1435.128900,10767
Prim Nomal,933.961300,413.326500,7499
Kruskal Normal,1165.065000,1483.326800,7499
Prim Geometric,677.387500,477.550500,10774
Kruskal Geometric,899.219100,1418.259500,10774
Prim Nomal,904.578900,431.562800,7499
Kruskal Normal,1145.079600,1482.504900,7499
Prim Geometric,747.546500,460.801300,10835
Kruskal Geometric,991.741900,1390.600300,10835
Prim Nomal,906.488300,407.162200,7499
Kruskal Normal,1137.029900,1561.736900,7499
Prim Geometric,692.291900,440.601700,10790
Kruskal Geometric,923.977100,1368.283300,10790
Prim Nomal,896.513900,441.061300,7499
Kruskal Normal,1119.527300,1444.288500,7499
Prim Geometric,682.791000,434.443400,10822
Kruskal Geometric,901.297600,1411.907700,10822
Prim Nomal,913.687700,304.661400,7499
Kruskal Normal,1101.728200,1956.498600,7499
Prim Geometric,669.787100,361.680100,10062
Kruskal Geometric,846.025700,1750.589600,10062
Prim Nomal,848.664800,290.067700,7499
Kruskal Normal,1008.629600,1869.239200,7499
Prim Geometric,707.628300,414.776500,10050
Kruskal Geometric,883.998000,1747.084400,10050
Prim Nomal,862.583200,283.594700,7499
Kruskal Normal,1045.372100,1834.837000,7499
Prim Geometric,676.823900,333.507300,10083
Kruskal Geometric,857.574100,1812.224900,10083
Prim Nomal,896.726100,303.192800,7499
Kruskal Normal,1081.163400,1841.220500,7499
Prim Geometric,727.019100,365.223300,10016
Kruskal Geometric,910.462800,1758.477500,10016
Prim Nomal,902.880400,289.779400,7499
Kruskal Normal,1065.734200,1818.845700,7499
Prim Geometric,671.568200,330.497800,10093
Kruskal Geometric,836.293700,1700.111400,10093
Prim Nomal,868.049700,312.546700,7499
Kruskal Normal,1102.841700,1964.292200,7499
Prim Geometric,706.337600,333.401500,10118
Kruskal Geometric,880.548400,1721.720900,10118
Prim Nomal,886.965700,298.081700,7499
Kruskal Normal,1091.851900,1856.472900,7499
Prim Geometric,648.911000,363.899900,10058
Kruskal Geometric,833.329200,1747.133300,10058
Prim Nomal,899.787300,316.251400,7499
Kruskal Normal,1084.601700,1849.008200,7499
Prim Geometric,619.767500,454.285900,10062
Kruskal Geometric,801.611800,1784.464200,10062
Prim Nomal,910.378100,316.486200,7499
Kruskal Normal,1070.317100,1813.587000,7499
Prim Geometric,682.173100,431.372200,10117
Kruskal Geometric,931.577400,1767.677200,10117
Prim Nomal,848.281400,271.576000,7499
Kruskal Normal,1011.060800,1926.565600,7499
Prim Geometric,656.938700,348.894700,10023
Kruskal Geometric,867.178500,1766.017200,10023
Prim Nomal,673.538700,0.070800,0
Kruskal Normal,707.171900,0.003000,0
Prim Geometric,757.535000,0.055200,0
Kruskal Geometric,801.376000,0.003000,0
Prim Nomal,822.776600,0.023800,0
Kruskal Normal,853.336800,0.003200,0
Prim Geometric,666.785400,0.024900,0
Kruskal Geometric,700.550200,0.003200,0
Prim Nomal,683.346900,0.023900,0
Kruskal Normal,716.950900,0.003100,0
Prim Geometric,687.730600,0.023700,0
Kruskal Geometric,717.056100,0.003200,0
Prim Nomal,692.521400,0.048200,0
Kruskal Normal,726.522300,0.004500,0
Prim Geometric,659.826400,0.023500,0
Kruskal Geometric,691.422700,0.003000,0
Prim Nomal,727.474200,0.025100,0
Kruskal Normal,760.164800,0.003100,0
Prim Geometric,790.091500,0.026000,0
Kruskal Geometric,822.792600,0.003100,0
Prim Nomal,669.482900,0.023800,0
Kruskal Normal,699.995300,0.003100,0
Prim Geometric,708.567900,0.025400,0
Kruskal Geometric,745.513700,0.003100,0
Prim Nomal,666.432900,0.024200,0
Kruskal Normal,702.464000,0.003100,0
Prim Geometric,649.343900,0.024700,0
Kruskal Geometric,684.567600,0.003000,0
Prim Nomal,698.477600,0.026600,0
Kruskal Normal,737.878300,0.003100,0
Prim Geometric,735.825900,0.024800,0
Kruskal Geometric,766.233100,0.003200,0
Prim Nomal,727.803200,0.026600,0
Kruskal Normal,766.623000,0.003700,0
Prim Geometric,712.225600,0.023900,0
Kruskal Geometric,748.351700,0.003100,0
Prim Nomal,715.847500,0.071700,0
Kruskal Normal,748.963800,0.002900,0
Prim Geometric,657.449000,0.054400,0
Kruskal Geometric,690.270100,0.002800,0
Prim Nomal,1137.498100,458.928700,10003
Kruskal Normal,1385.349600,727.116200,10003
Prim Geometric,1193.582900,480.829100,23371
Kruskal Geometric,1429.665100,628.908400,23371
Prim Nomal,1176.505800,445.218600,10001
Kruskal Normal,1424.390400,690.280500,10001
Prim Geometric,1241.532500,485.375000,23330
Kruskal Geometric,1493.724500,599.591000,23330
Prim Nomal,1144.120200,501.136100,9999
Kruskal Normal,1399.967400,663.821700,9999
Prim Geometric,1181.693800,486.756200,23306
Kruskal Geometric,1434.551200,612.341900,23306
Prim Nomal,1194.669900,448.649900,10002
Kruskal Normal,1447.825400,685.664400,10002
Prim Geometric,1235.163800,468.722900,23330
Kruskal Geometric,1507.228900,639.100300,23330
Prim Nomal,1177.478300,456.344900,10002
Kruskal Normal,1428.353200,659.583200,10002
Prim Geometric,1160.499700,512.632100,23475
Kruskal Geometric,1409.720100,593.287100,23475
Prim Nomal,1177.719500,440.686900,10002
Kruskal Normal,1420.412700,723.199000,10002
Prim Geometric,1121.517200,494.660200,23594
Kruskal Geometric,1415.211100,644.727700,23594
Prim Nomal,1202.528100,499.423200,10004
Kruskal Normal,1467.637200,726.733500,10004
Prim Geometric,1273.808200,563.984700,23514
Kruskal Geometric,1548.457300,733.102800,23514
Prim Nomal,1167.372900,441.758500,10002
Kruskal Normal,1420.808500,684.133000,10002
Prim Geometric,1187.419500,476.934300,23172
Kruskal Geometric,1445.219000,638.901700,23172
Prim Nomal,1307.065300,444.461800,10004
Kruskal Normal,1553.897700,648.037200,10004
Prim Geometric,1251.241000,495.579500,23446
Kruskal Geometric,1497.830400,624.812100,23446
Prim Nomal,1280.123000,454.192600,10000
Kruskal Normal,1498.960400,705.507600,10000
Prim Geometric,1123.411100,482.922300,23261
Kruskal Geometric,1372.235500,596.361900,23261
Prim Nomal,1676.316200,843.973300,9999
Kruskal Normal,2123.217200,1344.901600,9999
Prim Geometric,1400.658300,880.093800,16678
Kruskal Geometric,1816.243200,1242.944600,16678
Prim Nomal,1616.261300,836.211800,9999
Kruskal Normal,2098.024100,1283.253200,9999
Prim Geometric,1445.331400,822.621000,16683
Kruskal Geometric,1891.316700,1282.915100,16683
Prim Nomal,1622.242100,736.340300,9999
Kruskal Normal,2088.515300,1358.632400,9999
Prim Geometric,1385.746700,844.588700,16531
Kruskal Geometric,1808.248100,1237.769900,16531
Prim Nomal,1644.009800,758.102500,9999
Kruskal Normal,2214.305300,1285.643700,9999
Prim Geometric,2372.423200,1082.725600,16541
Kruskal Geometric,2907.284000,2126.754800,16541
Prim Nomal,1942.249100,908.198000,9999
Kruskal Normal,2459.295600,1400.726900,9999
Prim Geometric,1403.939600,850.948800,16601
Kruskal Geometric,1876.400600,1253.771000,16601
Prim Nomal,1620.382700,784.106900,9999
Kruskal Normal,2084.229100,1364.972400,9999
Prim Geometric,1449.861600,898.778800,16425
Kruskal Geometric,1926.163500,1369.966600,16425
Prim Nomal,1696.065900,878.211300,9999
Kruskal Normal,2189.235800,1272.111800,9999
Prim Geometric,1393.606100,999.472500,16554
Kruskal Geometric,1860.013200,2077.177600,16554
Prim Nomal,1765.951000,709.130400,9999
Kruskal Normal,2148.733700,1178.787900,9999
Prim Geometric,1299.156100,693.151000,16570
Kruskal Geometric,1654.335100,1134.601200,16570
Prim Nomal,1794.461100,2180.450900,9999
Kruskal Normal,2216.011200,2065.069400,9999
Prim Geometric,1881.022200,715.666500,16630
Kruskal Geometric,2250.419800,1076.642900,16630
Prim Nomal,1664.977400,1015.094500,9999
Kruskal Normal,2119.967100,2053.262500,9999
Prim Geometric,1394.255900,705.030400,16734
Kruskal Geometric,1766.443600,1074.621700,16734
Prim Nomal,1520.859100,723.333700,9999
Kruskal Normal,1908.285100,1674.370500,9999
Prim Geometric,1195.494700,803.691400,13962
Kruskal Geometric,1575.427600,1571.590800,13962
Prim Nomal,1441.133600,698.322200,9999
Kruskal Normal,1813.829300,1655.906400,9999
Prim Geometric,1174.131500,788.108400,13954
Kruskal Geometric,1543.802600,1588.781700,13954
Prim Nomal,1447.440400,696.260100,9999
Kruskal Normal,1825.228100,1630.092100,9999
Prim Geometric,1167.059600,755.682900,13982
Kruskal Geometric,1538.100200,1584.798800,13982
Prim Nomal,1442.852100,697.026400,9999
Kruskal Normal,1812.048600,1639.360900,9999
Prim Geometric,1168.137300,826.524100,13921
Kruskal Geometric,1538.930900,1572.094800,13921
Prim Nomal,1444.991800,693.282400,9999
Kruskal Normal,1812.866400,1652.914700,9999
Prim Geometric,1192.102000,798.511800,14033
Kruskal Geometric,1575.719300,1599.719800,14033
Prim Nomal,1509.128800,712.620900,9999
Kruskal Normal,1895.774600,1660.282300,9999
Prim Geometric,1183.348800,929.400500,13993
Kruskal Geometric,1571.186900,1589.873000,13993
Prim Nomal,1466.062100,814.252500,9999
Kruskal Normal,1918.984500,1956.072500,9999
Prim Geometric,1515.238700,889.777700,14030
Kruskal Geometric,1914.650500,1880.516600,14030
Prim Nomal,1587.399100,853.171900,9999
Kruskal Normal,2029.175000,2026.398100,9999
Prim Geometric,1796.362900,971.996600,14072
Kruskal Geometric,2329.563700,2014.473500,14072
Prim Nomal,1731.488400,702.789800,9999
Kruskal Normal,2104.817100,2073.860400,9999
Prim Geometric,1260.558500,918.542800,14046
Kruskal Geometric,1920.321400,1954.064900,14046
Prim Nomal,1660.241300,822.366100,9999
Kruskal Normal,2078.009500,1722.072400,9999
Prim Geometric,1238.896200,859.686100,14029
Kruskal Geometric,1632.829100,1789.143500,14029
Prim Nomal,1361.844100,553.474700,9999
Kruskal Normal,1697.751100,2403.595200,9999
Prim Geometric,1071.687100,731.202100,12766
Kruskal Geometric,1434.442400,2291.445500,12766
Prim Nomal,1481.893600,671.688700,9999
Kruskal Normal,1825.397900,2344.592100,9999
Prim Geometric,1059.530600,668.590600,12746
Kruskal Geometric,1411.653200,2190.969400,12746
Prim Nomal,1419.005200,580.657300,9999
Kruskal Normal,1854.715900,2305.358900,9999
Prim Geometric,1062.070600,753.171300,12720
Kruskal Geometric,1439.659200,2272.489800,12720
Prim Nomal,1620.598600,581.936700,9999
Kruskal Normal,1977.507000,2277.211600,9999
Prim Geometric,1060.495900,661.689200,12763
Kruskal Geometric,1401.713300,2235.835600,12763
Prim Nomal,1469.793200,593.858700,9999
Kruskal Normal,1852.434100,2378.601200,9999
Prim Geometric,1083.095600,667.323800,12741
Kruskal Geometric,1448.065000,2310.652700,12741
Prim Nomal,1412.146600,573.475500,9999
Kruskal Normal,1802.459200,2426.362200,9999
Prim Geometric,1138.878200,728.033600,12671
Kruskal Geometric,1497.495500,2248.044000,12671
Prim Nomal,1408.625100,579.355500,9999
Kruskal Normal,1766.724300,2297.036200,9999
Prim Geometric,1037.584600,688.612900,12734
Kruskal Geometric,1375.121900,2211.530500,12734
Prim Nomal,1412.384600,573.561700,9999
Kruskal Normal,1798.230500,2335.814900,9999
Prim Geometric,1030.420200,696.427900,12703
Kruskal Geometric,1368.697100,2194.182800,12703
Prim Nomal,1395.306900,572.355300,9999
Kruskal Normal,1755.430900,2315.287500,9999
Prim Geometric,1044.051500,649.179000,12817
Kruskal Geometric,1404.095900,2178.382100,12817
Prim Nomal,1397.855300,575.890100,9999
Kruskal Normal,1734.027800,2269.130100,9999
Prim Geometric,1052.961100,696.323400,12746
Kruskal Geometric,1398.352200,2200.140100,12746
Prim Nomal,1336.926200,418.529900,9999
Kruskal Normal,1611.036800,2901.647100,9999
Prim Geometric,1010.920500,592.274600,11961
Kruskal Geometric,1284.792100,2839.102000,11961
Prim Nomal,1334.389100,384.964400,9999
Kruskal Normal,1636.551500,2824.764400,9999
Prim Geometric,1006.933800,521.641100,12012
Kruskal Geometric,1285.824900,2962.688400,12012
Prim Nomal,1422.253900,412.847100,9999
Kruskal Normal,1717.544600,3046.432800,9999
Prim Geometric,1155.127800,583.146200,11964
Kruskal Geometric,1451.536200,3196.435900,11964
Prim Nomal,1338.825400,387.986100,9999
Kruskal Normal,1625.257100,2787.815100,9999
Prim Geometric,997.157500,492.103700,12004
Kruskal Geometric,1274.319700,2661.635700,12004
Prim Nomal,1331.611400,400.114200,9999
Kruskal Normal,1610.893900,2759.585000,9999
Prim Geometric,1050.809200,555.801400,12029
Kruskal Geometric,1334.421700,2981.378300,12029
Prim Nomal,1373.102000,445.791600,9999
Kruskal Normal,1660.850500,3069.994800,9999
Prim Geometric,1129.064600,549.703600,11950
Kruskal Geometric,1425.385200,3448.585000,11950
Prim Nomal,1441.043100,397.790700,9999
Kruskal Normal,1741.119000,3209.497600,9999
Prim Geometric,1120.891600,611.383200,12029
Kruskal Geometric,1488.500500,3319.721100,12029
Prim Nomal,1616.055000,398.968300,9999
Kruskal Normal,1931.350700,3298.688900,9999
Prim Geometric,1250.484400,609.419200,12055
Kruskal Geometric,1612.150300,2887.754700,12055
Prim Nomal,1377.845100,422.184900,9999
Kruskal Normal,1658.351100,3110.770000,9999
Prim Geometric,1190.430000,545.947100,11986
Kruskal Geometric,1498.954200,3365.979500,11986
Prim Nomal,1442.752100,613.762100,9999
Kruskal Normal,1745.435800,3220.638200,9999
Prim Geometric,1248.497200,780.369800,12059
Kruskal Geometric,1558.817600,2993.179400,12059
